ground_truth,prediction,upper,lower
0.88,0.9666441,0.8979307529582418,0.8620692470417582
0.71,0.82446605,0.7279307529582417,0.6920692470417582
0.93,0.8851879,0.9479307529582418,0.9120692470417583
1.02,0.95326614,1.0379307529582418,1.0020692470417583
0.984,0.91071975,1.0019307529582417,0.9660692470417582
1.0,0.95865643,1.0179307529582418,0.9820692470417582
0.9,0.8511745,0.9179307529582418,0.8820692470417583
0.93,0.89204526,0.9479307529582418,0.9120692470417583
0.89,0.8440823,0.9079307529582418,0.8720692470417583
0.87,0.92722344,0.8879307529582418,0.8520692470417582
0.64,0.77213955,0.6579307529582418,0.6220692470417583
1.04,0.8811221,1.0579307529582418,1.0220692470417583
1.01,0.8615788,1.0279307529582418,0.9920692470417583
0.763,0.8374947,0.7809307529582418,0.7450692470417583
0.97,0.9162062,0.9879307529582417,0.9520692470417582
1.04,0.92206484,1.0579307529582418,1.0220692470417583
0.93,0.90034854,0.9479307529582418,0.9120692470417583
0.9,0.82239825,0.9179307529582418,0.8820692470417583
0.9,0.8816793,0.9179307529582418,0.8820692470417583
0.85,0.93406093,0.8679307529582417,0.8320692470417582
0.96,0.9354024,0.9779307529582417,0.9420692470417582
0.85,0.8153714,0.8679307529582417,0.8320692470417582
0.87,0.81983864,0.8879307529582418,0.8520692470417582
0.94,0.905338,0.9579307529582417,0.9220692470417582
0.96,0.8986404,0.9779307529582417,0.9420692470417582
0.96,0.77994865,0.9779307529582417,0.9420692470417582
0.6,0.75122637,0.6179307529582417,0.5820692470417582
0.831,0.73856497,0.8489307529582417,0.8130692470417582
0.822,0.8927175,0.8399307529582417,0.8040692470417582
0.9,0.9357197,0.9179307529582418,0.8820692470417583
1.08,1.0279638,1.0979307529582418,1.0620692470417583
0.88,0.90378946,0.8979307529582418,0.8620692470417582
0.93,0.9120682,0.9479307529582418,0.9120692470417583
0.959,0.9408638,0.9769307529582417,0.9410692470417582
0.86,0.89204526,0.8779307529582417,0.8420692470417582
0.98,0.84490466,0.9979307529582417,0.9620692470417582
1.02,0.9987221,1.0379307529582418,1.0020692470417583
0.79,0.90639704,0.8079307529582418,0.7720692470417583
0.896,0.7781584,0.9139307529582418,0.8780692470417583
0.97,0.91375506,0.9879307529582417,0.9520692470417582
0.97,0.9048734,0.9879307529582417,0.9520692470417582
0.864,0.8856884,0.8819307529582417,0.8460692470417582
0.99,0.9433465,1.0079307529582417,0.9720692470417582
0.91,0.78394246,0.9279307529582418,0.8920692470417583
0.6,0.7357095,0.6179307529582417,0.5820692470417582
0.8,0.8392447,0.8179307529582418,0.7820692470417583
0.95,0.877475,0.9679307529582417,0.9320692470417582
0.77,0.86004496,0.7879307529582418,0.7520692470417583
0.91,0.9343957,0.9279307529582418,0.8920692470417583
0.9,0.8800528,0.9179307529582418,0.8820692470417583
1.03,0.9725951,1.0479307529582418,1.0120692470417583
0.921,0.798427,0.9389307529582418,0.9030692470417583
0.87,0.90418065,0.8879307529582418,0.8520692470417582
0.9,0.8511745,0.9179307529582418,0.8820692470417583
0.98,0.9118914,0.9979307529582417,0.9620692470417582
0.956,0.9227315,0.9739307529582417,0.9380692470417582
0.81,0.91281056,0.8279307529582418,0.7920692470417583
0.94,0.8675463,0.9579307529582417,0.9220692470417582
0.92,0.8660443,0.9379307529582418,0.9020692470417583
1.0,1.0384161,1.0179307529582418,0.9820692470417582
1.031,0.9748095,1.0489307529582417,1.0130692470417582
0.89,0.92125547,0.9079307529582418,0.8720692470417583
0.54,0.7719769,0.5579307529582418,0.5220692470417583
0.9,0.98934525,0.9179307529582418,0.8820692470417583
0.93,1.011863,0.9479307529582418,0.9120692470417583
0.831,0.89204526,0.8489307529582417,0.8130692470417582
0.87,0.89204526,0.8879307529582418,0.8520692470417582
0.905,0.87605906,0.9243020328855804,0.8856979671144196
0.849,0.7251504,0.8683020328855804,0.8296979671144196
0.89,0.8669292,0.9093020328855804,0.8706979671144196
0.91,0.8847935,0.9293020328855804,0.8906979671144196
0.89,0.7728911,0.9093020328855804,0.8706979671144196
0.843,0.8226949,0.8623020328855804,0.8236979671144196
0.848,0.8785988,0.8673020328855804,0.8286979671144196
0.69,0.87336385,0.7093020328855804,0.6706979671144195
0.83,0.86170363,0.8493020328855804,0.8106979671144195
0.73,0.8533965,0.7493020328855804,0.7106979671144196
0.88,0.85948706,0.8993020328855804,0.8606979671144196
0.9,0.840303,0.9193020328855804,0.8806979671144196
0.93,0.9564646,0.9493020328855805,0.9106979671144196
0.96,0.8888382,0.9793020328855804,0.9406979671144196
